id,e_number,name,common_name,slug,category,origin,risk_score,longevity_impact,adi_value,adi_source,children_note,health_effects,common_products,avoidance_tips,natural_alternatives,short_description,long_description,meta_title,meta_description,scientific_studies,livsmedelsverket_data,created_at,updated_at,is_published
3ec0fcf3-6756-470e-afff-70b4688b0f72,E961,Neotam,Neotame,e961-neotam,Sötningsmedel,Syntetiskt sötningsmedel,3,Neutral,18.0,WHO/EFSA,,,,"[""Begränsa intaget"",""Undvik vid känslig mage"",""Välj naturliga sötningsmedel""]","[""Stevia"",""Honung"",""Agavesirap"",""Frukt för sötma""]",Neotam är ett livsmedelstillsats som klassificeras som sötningsmedel.,Neotam (E961) är ett sötningsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E961 Neotam - lågrisk Sötningsmedel | E-ämnen Guide,"E961 (Neotam) - Information om detta sötningsmedel. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 15:05:11.187135+00,2025-09-17 09:09:03.921059+00,true
3fb4454b-f5f5-4dc8-b0db-3b6a4a4ad06c,E414,Akaciegummi,Gum Arabic,e414-akaciegummi,Förtjockningsmedel,Naturligt eller syntetiskt förtjockningsmedel,2,Neutral,,,,"{""benefits"":[""Prebiotisk"",""Tarmhälsa""],""documented"":[""Stödjer nyttiga bakterier""],""risk_groups"":[]}","[{""category"":""Kosttillskott"",""products"":[""Fibertillskott""],""average_amount"":""5-15g per portion""}]","[""Generellt säkra"",""Drick mycket vatten"",""Börja med små mängder""]","[""Agar-agar"",""Guarkärnmjöl"",""Pektin"",""Majsstärkelse""]",Akaciegummi är ett livsmedelstillsats som klassificeras som förtjockningsmedel.,Akaciegummi (E414) är ett förtjockningsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E414 Akaciegummi - lågrisk Förtjockningsmedel | E-ämnen Guid,"E414 (Akaciegummi) - Information om detta förtjockningsmedel. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 15:11:05.617617+00,2025-09-17 09:08:51.36793+00,true
41d05017-4c9d-4ca8-9581-9bbbed25146b,E509,Kalciumklorid,Kalciumklorid,e509-kalciumklorid,Övriga tillsatser,Oklart ursprung,3,Neutral,,EFSA - Ingen ADI nödvändig,Säker för barn och bidrar med kalcium,"{""benefits"":[""Bidrar med kalcium"",""Stärker benvävnad"",""Naturligt mineral""],""suspected"":[],""documented"":[""Säker och naturlig"",""Källa till kalcium"",""Stödjer benhälsa""],""risk_groups"":[""Personer med njursten (kalciumoxalat) bör vara försiktiga""]}","[""Konserverade frukter och grönsaker"",""Ostprodukter"",""Sportdrycker"",""Tofuprodukter"",""Fryst mat""]","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Kalciumklorid är ett livsmedelstillsats som klassificeras som övriga tillsatser.,Kalciumklorid (E509) är ett övriga tillsatser som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E509 Kalciumklorid - lågrisk Övriga tillsatser | E-ämnen Gui,"E509 (Kalciumklorid) - Information om detta övriga tillsatser. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 17:45:11.847197+00,2025-09-17 09:08:57.405409+00,true
47fd7281-41fe-4ca3-9c8c-dfb07f127821,E969,Advantam,Advantame,e969-advantam,Sötningsmedel,Syntetiskt sötningsmedel,3,Neutral,5.0,WHO/EFSA,,,,"[""Begränsa intaget"",""Undvik vid känslig mage"",""Välj naturliga sötningsmedel""]","[""Stevia"",""Honung"",""Agavesirap"",""Frukt för sötma""]",Advantam är ett livsmedelstillsats som klassificeras som sötningsmedel.,Advantam (E969) är ett sötningsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E969 Advantam - lågrisk Sötningsmedel | E-ämnen Guide,"E969 (Advantam) - Information om detta sötningsmedel. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 16:11:10.450339+00,2025-09-17 09:08:50.168107+00,true
48328c70-d71e-4b69-aee4-f165006a5981,E262,Natriumacetater,Natriumsalt av ättiksyra,e262-natriumacetat,Konserveringsmedel,Syntetiskt konserveringsmedel,4,Neutral,,Quantum satis,Säkert för barn,"{""neutral"":[""Smakpåverkan""],""negative"":[],""positive"":[""Från naturlig ättiksyra"",""Säker""]}","{""note"":""Ger syrlig smak"",""categories"":[""Snacks"",""Såser"",""Pickles""]}","[""Begränsa intaget"",""Välj färska produkter när möjligt"",""Läs etiketter noga""]","[""Salt"",""Socker"",""Naturlig fermentering"",""Frysning""]",Konserveringsmedel som förhindrar bakterietillväxt och förlänger hållbarheten.,"Natriumacetater (E262) är ett konserveringsmedel som används för att förhindra tillväxt av skadliga bakterier, jäst och mögel i livsmedel. Medan det hjälper till att bibehålla livsmedelssäkerheten, kan vissa konserveringsmedel orsaka allergiska reaktioner eller störa den naturliga tarmfloran vid höga intag.","E262 Natriumacetater - lågrisk Konserveringsmedel | E-ämnen ","E262 (Natriumacetater) - Information om detta konserveringsmedel. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 16:21:34.824459+00,2025-09-17 09:09:07.101243+00,true
4898a347-f31d-4ac3-851e-4380171781b9,E939,Helium,,e939-helium,Övriga tillsatser,Oklart ursprung,3,Neutral,,,,,,"[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Helium är ett livsmedelstillsats som klassificeras som övriga tillsatser.,Helium (E939) är ett övriga tillsatser som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E939 Helium - lågrisk Övriga tillsatser | E-ämnen Guide,"E939 (Helium) - Information om detta övriga tillsatser. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 17:45:11.847197+00,2025-09-17 09:08:49.446187+00,true
48b314a3-ef16-4bc0-a4e7-18245c758486,E427,Cassiagummi,Gummi från Cassia-träd,e427-cassiagummi,"Emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel",Oklart ursprung,3,Neutral,,Quantum satis,Säkert för barn,"{""neutral"":[""Sällan använt""],""negative"":[],""positive"":[""Naturligt trädgummi""]}","{""note"":""Sällan använt"",""categories"":[]}","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]","Cassiagummi är ett livsmedelstillsats som klassificeras som emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel.","Cassiagummi (E427) är ett emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.","E427 Cassiagummi - lågrisk Emulgerings-, stabiliserings-, fö","E427 (Cassiagummi) - Information om detta emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel. Hälsoeffekter, användningsområden och säkerhetsaspek",,,2025-09-15 16:30:24.54971+00,2025-09-17 09:08:55.179507+00,true
491cf192-b78d-40f5-9767-0ca943e700cc,E350,Natriummalater,Natriumsalt av äppelsyra,e350-natriummalat,Antioxidationsmedel,Oklart ursprung,3,Neutral,,Quantum satis,Säkert för barn,"{""neutral"":[""pH-regulator""],""negative"":[],""positive"":[""Från naturlig äppelsyra""]}","{""note"":""pH-kontroll"",""categories"":[""Drycker"",""Konfekt""]}","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Natriummalater är ett livsmedelstillsats som klassificeras som antioxidationsmedel.,Natriummalater (E350) är ett antioxidationsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,"E350 Natriummalater - lågrisk Antioxidationsmedel | E-ämnen ","E350 (Natriummalater) - Information om detta antioxidationsmedel. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 16:30:24.54971+00,2025-09-17 09:09:08.445371+00,true
4928fca9-3156-4d12-850b-740bd13bd81f,E246,Glykolipider,,e246-glykolipider,Konserveringsmedel,Syntetiskt konserveringsmedel,4,Neutral,,EFSA 2021 - Inget ADI-värde fastställt ännu,Inga specifika begränsningar för barn har fastställts,"{""benefits"":[""Naturligt ursprung"",""Effektivt konserveringsmedel""],""suspected"":[],""documented"":[],""risk_groups"":[]}","[{""category"":""Drycker"",""products"":[""Vissa läskedrycker"",""Sportdrycker""],""average_amount"":""Enligt god tillverkningssed""}]","[""Begränsa intaget"",""Välj färska produkter när möjligt"",""Läs etiketter noga""]","[""Salt"",""Socker"",""Naturlig fermentering"",""Frysning""]",Konserveringsmedel som förhindrar bakterietillväxt och förlänger hållbarheten.,"Glykolipider (E246) är ett konserveringsmedel som används för att förhindra tillväxt av skadliga bakterier, jäst och mögel i livsmedel. Medan det hjälper till att bibehålla livsmedelssäkerheten, kan vissa konserveringsmedel orsaka allergiska reaktioner eller störa den naturliga tarmfloran vid höga intag.",E246 Glykolipider - lågrisk Konserveringsmedel | E-ämnen Gui,"E246 (Glykolipider) - Information om detta konserveringsmedel. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 17:41:31.260284+00,2025-09-17 09:09:09.601712+00,true
4980c1cb-a706-4ce4-8c26-f702d96877a5,E162,Rödbetsrött,Beetroot red,e162-rodbetsrott,Färgämne,Oklart ursprung,3,Neutral,,EFSA,Mycket säkert för barn. Naturlig röd färg från rödbetor med hälsofördelar.,"{""benefits"":[""Naturlig röd färg"",""Antioxidant"",""Nitrater för blodcirkulation"",""Stödjer uthållighet""],""suspected"":[],""documented"":[],""risk_groups"":[]}","[{""category"":""Godis"",""products"":[""Röda naturliga gelégodisar"",""Fruktgelé""],""average_amount"":""Variable""},{""category"":""Juice"",""products"":[""Rödbetsjuice"",""Naturliga juiceblandningar""],""average_amount"":""Natural levels""},{""category"":""Mejeri"",""products"":[""Rosa yoghurt"",""Färgad ost""],""average_amount"":""Variable""}]","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Rödbetsrött är ett livsmedelstillsats som klassificeras som färgämne.,Rödbetsrött (E162) är ett färgämne som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E162 Rödbetsrött - lågrisk Färgämne | E-ämnen Guide,"E162 (Rödbetsrött) - Information om detta färgämne. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 14:22:03.416325+00,2025-09-17 09:09:02.645051+00,true
49bb6eb0-90ae-468d-b94a-9bb7843185d4,E163,Antocyaner,Anthocyanins,e163-antocyaner,Färgämne,Oklart ursprung,3,Neutral,,EFSA,Mycket säkert för barn. Naturliga antioxidanter från bär och lila växter.,"{""benefits"":[""Kraftfulla antioxidanter"",""Antiinflammatoriska"",""Stödjer hjärt-kärlhälsa"",""Naturlig lila/röd färg""],""suspected"":[],""documented"":[],""risk_groups"":[]}","[{""category"":""Godis"",""products"":[""Lila/blå gelégodisar"",""Naturligt godis""],""average_amount"":""Variable""},{""category"":""Drycker"",""products"":[""Blåbärsjuice"",""Körsbärsdrycker""],""average_amount"":""Natural levels""},{""category"":""Bakverk"",""products"":[""Blåbärsmuffins"",""Lila glasyr""],""average_amount"":""Natural levels""}]","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Antocyaner är ett livsmedelstillsats som klassificeras som färgämne.,Antocyaner (E163) är ett färgämne som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E163 Antocyaner - lågrisk Färgämne | E-ämnen Guide,"E163 (Antocyaner) - Information om detta färgämne. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 14:22:03.416325+00,2025-09-17 09:08:59.602141+00,true
49c611c6-5314-4b14-881e-f709c873ae8d,E426,Sojabönshemicellulosa,Sojafiber,e426-sojabonshemicellulosa,"Emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel",Oklart ursprung,3,Neutral,,Quantum satis,Säkert för barn (ej vid sojaallergi),"{""neutral"":[""Från soja""],""negative"":[],""positive"":[""Naturlig fiber"",""Texturförbättring"",""Kostfiber""]}","{""note"":""Naturlig sojafiber"",""categories"":[""Köttsubstitut"",""Veganska produkter""]}","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]","Sojabönshemicellulosa är ett livsmedelstillsats som klassificeras som emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel.","Sojabönshemicellulosa (E426) är ett emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.","E426 Sojabönshemicellulosa - lågrisk Emulgerings-, stabilise","E426 (Sojabönshemicellulosa) - Information om detta emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel. Hälsoeffekter, användningsområden och säke",,,2025-09-15 16:30:24.54971+00,2025-09-17 09:08:56.734023+00,true
4a7405dd-2e43-4db9-994a-97a5fb16b8e0,E965,Maltitol,Maltite,e965-maltitol,Sötningsmedel,Syntetiskt sötningsmedel,3,Neutral,,EFSA,Kan orsaka magbesvär vid höga doser men mindre än sorbitol.,"{""benefits"":[""Smakar mycket likt socker"",""Tandvänligt"",""Halvt så många kalorier""],""suspected"":[],""documented"":[""Laxerande effekt vid höga doser"",""Magbesvär""],""risk_groups"":[""Personer med IBS"",""Känsliga mag-tarmsystem""]}","[{""category"":""Diabetikerprodukter"",""products"":[""Diabetikerchoklad"",""Sugarfree-godis""],""average_amount"":""Variable""},{""category"":""Bakning"",""products"":[""Sockerfri bakning"",""Diabetiker-bakverk""],""average_amount"":""Variable""},{""category"":""Godis"",""products"":[""Sockerfritt godis"",""Halstabletter""],""average_amount"":""2-20g/portion""}]","[""Begränsa intaget"",""Undvik vid känslig mage"",""Välj naturliga sötningsmedel""]","[""Stevia"",""Honung"",""Agavesirap"",""Frukt för sötma""]",Maltitol är ett livsmedelstillsats som klassificeras som sötningsmedel.,Maltitol (E965) är ett sötningsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E965 Maltitol - lågrisk Sötningsmedel | E-ämnen Guide,"E965 (Maltitol) - Information om detta sötningsmedel. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 14:25:12.935406+00,2025-09-17 09:09:03.29146+00,true
4a987b8f-5492-4d5d-9d87-a4e6bfcda496,E495,Sorbitanmonopalmitat,,e495-sorbitanmonopalmitat,"Emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel",Oklart ursprung,3,Neutral,,,,,,"[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]","Sorbitanmonopalmitat är ett livsmedelstillsats som klassificeras som emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel.","Sorbitanmonopalmitat (E495) är ett emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.","E495 Sorbitanmonopalmitat - lågrisk Emulgerings-, stabiliser","E495 (Sorbitanmonopalmitat) - Information om detta emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel. Hälsoeffekter, användningsområden och säker",,,2025-09-15 17:43:37.938721+00,2025-09-17 09:08:48.412346+00,true
4b5ae2f0-0143-4beb-a30c-106fe277020b,E463a,Lågsubstituerad hydroxipropylcellulosa,L-HPC,e463a-lagsubstituerad-hydroxipropylcellulosa,Övriga tillsatser,Oklart ursprung,3,Neutral,,Quantum satis,Säkert för barn,"{""neutral"":[""Specialiserad cellulosaderivat""],""negative"":[],""positive"":[""Kontrollerad svällning""]}","{""note"":""Kontrollerad svällning"",""categories"":[""Tabletter"",""Specialprodukter""]}","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Lågsubstituerad hydroxipropylcellulosa är ett livsmedelstillsats som klassificeras som övriga tillsatser.,Lågsubstituerad hydroxipropylcellulosa (E463a) är ett övriga tillsatser som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E463a Lågsubstituerad hydroxipropylcellulosa - lågrisk Övrig,"E463a (Lågsubstituerad hydroxipropylcellulosa) - Information om detta övriga tillsatser. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämn",,,2025-09-15 16:34:43.573608+00,2025-09-17 09:09:09.400931+00,true
4ba57b98-165e-4cb9-a6b9-a217b4e86dd9,E160b,Annattoextrakt,Annatto extract,e160b-annattoextrakt,Färgämne,Oklart ursprung,3,Neutral,0.3,EFSA,Kan orsaka allergiska reaktioner hos känsliga barn. Naturlig men inte allergen-fri.,"{""benefits"":[""Naturlig orange/röd färg"",""Traditionellt använd"",""Stabil färg""],""suspected"":[""Hyperaktivitet hos känsliga""],""documented"":[""Allergiska reaktioner"",""Astma-anfall""],""risk_groups"":[""Allergiker"",""Astmatiker"",""Känsliga barn""]}","[{""category"":""Ost"",""products"":[""Cheddar"",""Red Leicester"",""Färgad ost""],""average_amount"":""10-100mg/kg""},{""category"":""Margarin"",""products"":[""Gult smör"",""Matfett""],""average_amount"":""5-25mg/kg""},{""category"":""Snacks"",""products"":[""Chips"",""Popcorn""],""average_amount"":""10-50mg/kg""}]","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Annattoextrakt är ett livsmedelstillsats som klassificeras som färgämne.,Annattoextrakt (E160b) är ett färgämne som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E160b Annattoextrakt - lågrisk Färgämne | E-ämnen Guide,"E160b (Annattoextrakt) - Information om detta färgämne. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 14:25:12.935406+00,2025-09-17 09:09:09.856481+00,true
4d9efd87-568a-48dc-af7d-a0fc82bfb6cb,E331,Natriumcitrat,Sodium citrate,e331-natriumcitrat,Surhetsreglerande medel,Oklart ursprung,3,Neutral,,EFSA,Säkert för barn. Natriumsalt av naturlig citronsyra.,"{""benefits"":[""Stabiliserar pH"",""Emulgerar"",""Naturligt natriumsalt""],""suspected"":[],""documented"":[],""risk_groups"":[""Personer på natriumrestriktiv diet""]}","[{""category"":""Läsk"",""products"":[""Sprite"",""7UP"",""Citrus-läsk""],""average_amount"":""100-500mg/l""},{""category"":""Ost"",""products"":[""Smältost"",""Processost""],""average_amount"":""0.1-3%""},{""category"":""Konserver"",""products"":[""Tomatkonserver"",""Fruktkonserver""],""average_amount"":""100-1000mg/kg""}]","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Natriumcitrat är ett livsmedelstillsats som klassificeras som surhetsreglerande medel.,Natriumcitrat (E331) är ett surhetsreglerande medel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E331 Natriumcitrat - lågrisk Surhetsreglerande medel | E-ämn,"E331 (Natriumcitrat) - Information om detta surhetsreglerande medel. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 14:32:02.139336+00,2025-09-17 09:09:04.052596+00,true
4db0f4ac-cf86-4488-a568-7db335c5fb63,E400,Alginsyra,Alginic Acid,e400-alginsyra,Förtjockningsmedel,Naturligt eller syntetiskt förtjockningsmedel,2,Neutral,,,,,,"[""Generellt säkra"",""Drick mycket vatten"",""Börja med små mängder""]","[""Agar-agar"",""Guarkärnmjöl"",""Pektin"",""Majsstärkelse""]",Alginsyra är ett livsmedelstillsats som klassificeras som förtjockningsmedel.,Alginsyra (E400) är ett förtjockningsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E400 Alginsyra - lågrisk Förtjockningsmedel | E-ämnen Guide,"E400 (Alginsyra) - Information om detta förtjockningsmedel. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 15:05:11.187135+00,2025-09-17 09:09:01.796748+00,true
4ea1c7cd-302c-4dbc-b24b-8bcee439f042,E160d,Lykopin,Lycopene,e160d-lykopin,Färgämne,Oklart ursprung,3,Neutral,,,,"{""benefits"":[""Minskar cancerrisker"",""Skyddar hjärtat""],""documented"":[""Antioxidant"",""Hjärt-kärlhälsa""],""risk_groups"":[]}","[{""category"":""Tomatprodukter"",""products"":[""Ketchup"",""Tomatsås""],""average_amount"":""5-15mg per portion""},{""category"":""Kosttillskott"",""products"":[""Lykopin kapslar""],""average_amount"":""10-30mg per kapsel""}]","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Lykopin är ett livsmedelstillsats som klassificeras som färgämne.,Lykopin (E160d) är ett färgämne som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E160d Lykopin - lågrisk Färgämne | E-ämnen Guide,"E160d (Lykopin) - Information om detta färgämne. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 15:07:23.423761+00,2025-09-17 09:09:00.57403+00,true
4f600c01-74fa-49e2-bff1-32dbd8026be7,E120,Karmin,Cochineal,e120-karmin,Färgämne,Oklart ursprung,3,Neutral,5,EFSA,Kan orsaka allergiska reaktioner. Undvik vid kocklos-allergi.,"{""benefits"":[""Naturlig röd färg"",""Färgstabil""],""suspected"":[""Anafylaktiska reaktioner""],""documented"":[""Allergiska reaktioner"",""Astma-anfall""],""risk_groups"":[""Allergiker"",""Astmatiker"",""Vegetarianer/Veganer""]}","[{""category"":""Godis"",""products"":[""Röda gelégodisar"",""Marsipan"",""Rött godis""],""average_amount"":""10-200mg/100g""},{""category"":""Drycker"",""products"":[""Röda läskedrycker"",""Fruktdrycker""],""average_amount"":""5-30mg/l""},{""category"":""Kosmetika"",""products"":[""Läppstift"",""Rouge"",""Ögonskugga""],""average_amount"":""Variable""}]","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Karmin är ett livsmedelstillsats som klassificeras som färgämne.,Karmin (E120) är ett färgämne som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E120 Karmin - lågrisk Färgämne | E-ämnen Guide,"E120 (Karmin) - Information om detta färgämne. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 14:17:17.500571+00,2025-09-17 09:09:01.109597+00,true
4ff4d410-37bf-490a-ac03-3c22c0a7d67b,E1210,Karbomer,,e1210-karbomer,"Emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel",Oklart ursprung,3,Neutral,,,,,,"[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]","Karbomer är ett livsmedelstillsats som klassificeras som emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel.","Karbomer (E1210) är ett emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.","E1210 Karbomer - lågrisk Emulgerings-, stabiliserings-, fört","E1210 (Karbomer) - Information om detta emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel. Hälsoeffekter, användningsområden och säkerhetsaspekte",,,2025-09-15 17:43:37.938721+00,2025-09-17 09:09:00.264272+00,true
523f8ef7-6aed-421a-b972-b368d70349d4,E402,Kaliumalginat,Kaliumsalt av alginsyra,e402-kaliumalginat,"Emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel",Oklart ursprung,3,Neutral,,Quantum satis,Säkert för barn,"{""neutral"":[""Förtjockningsmedel""],""negative"":[],""positive"":[""Naturligt från alger"",""Fiberlikt""]}","{""note"":""Naturlig algfiber"",""categories"":[""Glass"",""Såser"",""Sallader""]}","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]","Kaliumalginat är ett livsmedelstillsats som klassificeras som emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel.","Kaliumalginat (E402) är ett emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.","E402 Kaliumalginat - lågrisk Emulgerings-, stabiliserings-, ","E402 (Kaliumalginat) - Information om detta emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel. Hälsoeffekter, användningsområden och säkerhetsasp",,,2025-09-15 16:24:25.464942+00,2025-09-17 09:09:07.741158+00,true
